SampleID,CGG,MuseumID,Box,occurrenceID,GBIF URL,3D model MorphoSource URL,StudyPhase,Sequenced,species_identifiable_genetically,Collagen extracted,Taxon_morphology,Taxon_genetic,Taxon_assigned,Taxon_assigned_common,Taxon_plots,Taxon_plots_common,name of site or location where sample originated,Site_short,stratigraphic context,site location,site latitude,site longitube,latest chronometric age,latest chronometric age reference system,earliest chronometric age,earliest chronometric age reference system,chronometric age protocol,chronometric age remarks,geological epoch,MIS,sample description,material_group,material_type,subsample target for dna,subsample target for collagen,site references,state_province_region,country,museum_institution,sampling permit,sampling permit issuing authority,sahra caseid,export permit,export permit issuing authority,project acronym,project title,msca grant no.,call reference,notes
ToA053,CGG_1_025956,1 17b A 26857,237,SAMC:Archaeology:1-17b-A-26857:CGG_1_025956,https://www.gbif.org/occurrence/4947704422,https://www.morphosource.org/concern/biological_specimens/000813525,Phase 2,No,not applicable,No,Tragelaphus oryx,not applicable,Tragelaphus oryx,Common eland,Tragelaphus oryx,Common eland,Klasies River Mouth ,KRM,1 17b,South Africa: Eastern Cape Province,-34.108103,24.390139,89000,BP,113000,BP,associated absolute dating,"U-series & ESR (MC-ICPMS). Most reliable date for Layer 17 Cave 1 according to Grine et al 2017, SAS L, Middle Stone Age II. (Grine et al 2017; Eggins et al 2005)",,MIS 5,Tooth | Molar | Partial lower right Rm1/2,Tooth,Molar,not applicable,not applicable,https://doi.org/10.1016/j.jhevol.2016.12.001; https://link.springer.com/article/10.1007/s41982-022-00110-2; https://doi.org/10.17159/sajs.2016/20160051; https://doi.org/10.1016/j.jhevol.2006.06.003; https://doi.org/10.2307/3887730; https://doi.org/10.1016/j.jhevol.2016.12.001,Eastern Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ToA054,CGG_1_025957,1 15 A 0236,237,SAMC:Archaeology:1-15-A-0236:CGG_1_025957,https://www.gbif.org/occurrence/4947704439,https://www.morphosource.org/concern/biological_specimens/000813526,Phase 2,No,not applicable,No,Tragelaphus oryx,not applicable,Tragelaphus oryx,Common eland,Tragelaphus oryx,Common eland,Klasies River Mouth ,KRM,1 15,South Africa: Eastern Cape Province,-34.108103,24.390139,65800,BP,105000,BP,associated absolute dating,"OSL/TL and delta-18O shell of layer. lower bound is TL-OSL estimate. Upper bound is that of MIS5c. Both for Layer 1 15., SAS W, Middle Stone Age II. (Grine et al 2017; Feathers 2002; Shackleton 1982; Deacon et al 1988)",,MIS 5,Tooth | Molar | Lower left Lm3,Tooth,Molar,not applicable,not applicable,https://doi.org/10.1016/j.jhevol.2016.12.001; https://link.springer.com/article/10.1007/s41982-022-00110-2; https://doi.org/10.17159/sajs.2016/20160051; https://doi.org/10.1016/j.jhevol.2006.06.003; https://doi.org/10.2307/3887730; https://doi.org/10.1016/j.jhevol.2016.12.001,Eastern Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,Previously analyzed by SB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronometric age acronyms:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL = Thermoluminescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSL = Optically stimulated luminescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRSL = Infra-red stimulated luminescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U-Th = Uranium-thorium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAR = Amino acid racemization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U-Series = Uranium-series (equivalent to U-Th),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luminescence = Combination of different luminescence techniques (TL, OSL, and IRSL)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uncalibrated 14C = Raw Carbon-14 date (uncalibrated),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibrated 14C = Carbon-14 date calibrated with a radiocarbon calibration curve (usually IntCal or ShCal) to get a calendar year BP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibrated and modeled 14C = Carbon-14 date calibrated with a radiocarbon calibration curve (usually IntCal or ShCal) and then underwent Bayesian modeling in relation to other 14C dated layers at the site to get a calendar year BP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP = Before present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta-18O shell = Oxygen-18 isotope ratios from shells matched to those of marine isotope stages (MIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG-OSL = Single grain optically stimulated luminescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESR = Electron spin resonance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-ICPMS = multi-collector-inductively coupled plasma mass spectrometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU ESR = Linear uptake model electron spin resonance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronometric age references:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Avery, D. M. (1982). Micromammals as palaeoenvironmental indicators and an interpretation of the Late Quaternary in the southern Cape Province, South Africa. Annals of the South African Museum. Annale van die Suid-Afrikaanse Museum, 85, 183-374. Retrieved from https://www.biodiversitylibrary.org/part/74610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Avery, G., Cruz-Uribe, K., Goldberg, P., Grine, F. E., Klein, R. G., Lenardi, M. J., . . . Wilson, M. L. (1997). The 1992–1993 Excavations at the Die Kelders Middle and Later Stone Age Cave Site, South Africa. Journal of Field Archaeology, 24(3), 263-291. doi:10.1179/009346997792208131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bada, J. L., & Deems, L. (1975). Accuracy of dates beyond the 14C dating limit using the aspartic acid racemisation reaction. Nature, 255(5505), 218-219. doi:10.1038/255218a0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deacon, H. J. (1995). Two Late Pleistocene-Holocene Archaeological Depositories from the Southern Cape, South Africa. The South African Archaeological Bulletin, 50(162), 121-131. doi:10.2307/3889061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deacon, H. J., Talma, A. S., & Vogel, J. C. (1988). Biological and cultural development of Pleistocene people in an Old World southern continent. In J. R. Prescott (Ed.), Early man in the southern hemisphere (pp. S23-S31). Adelaide: University of Adelaide.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deacon, J. (1984). The Later Stone Age of southernmost Africa. Oxford, England: Cambridge Monographs in African Archaeology 12, British Archaeological Reports International Series 213, BAR Publishing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eggins, S. M., Grün, R., McCulloch, M. T., Pike, A. W. G., Chappell, J., Kinsley, L., . . . Taylor, L. (2005). In situ U-series dating by laser-ablation multi-collector ICPMS: new prospects for Quaternary geochronology. Quaternary Science Reviews, 24(23), 2523-2538. doi:https://doi.org/10.1016/j.quascirev.2005.07.006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faith, J. T. (2012a). Palaeozoological insights into management options for a threatened mammal: southern Africa’s Cape mountain zebra (Equus zebra zebra). Diversity and Distributions, 18(5), 438-447. doi:https://doi.org/10.1111/j.1472-4642.2011.00841.x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faith, J. T. (2012b). Conservation Implications of Fossil Roan Antelope (Hippotragus equinus) in Southern Africa’s Cape Floristic Region. In J. Louys (Ed.), Paleontology in Ecology and Conservation (pp. 239-251). Berlin, Heidelberg: Springer Berlin Heidelberg.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faith, J. T. (2013). Taphonomic and paleoecological change in the large mammal sequence from Boomplaas Cave, western Cape, South Africa. Journal of Human Evolution, 65(6), 715-730. doi:https://doi.org/10.1016/j.jhevol.2013.09.001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feathers, J. K. (2002). Luminescence Dating in Less Than Ideal Conditions: Case Studies from Klasies River Main Site and Duinefontein, South Africa. Journal of Archaeological Science, 29(2), 177-194. doi:https://doi.org/10.1006/jasc.2001.0685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feathers, J. K., & Bush, D. A. (2000). Luminescence dating of Middle Stone Age Deposits at Die Kelders. Journal of Human Evolution, 38(1), 91-119. doi:https://doi.org/10.1006/jhev.1999.0351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grine, F. E., Wurz, S., & Marean, C. W. (2017). The Middle Stone Age human fossil record from Klasies River Main Site. Journal of Human Evolution, 103, 53-78. doi:https://doi.org/10.1016/j.jhevol.2016.12.001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grün, R., Shackleton, N. J., & Deacon, H. J. (1990). Electron-Spin-Resonance Dating of Tooth Enamel From Klasies River Mouth Cave. Current Anthropology, 31(4), 427-432. doi:10.1086/203866",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inskeep, R. R. (1987). Nelson Bay Cave, Cape Province, South Africa: The Holocene levels. Oxford, England: British Archaeological Reports International Series 357(i), BAR Publishing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jacobs, Z., Roberts, R. G., Galbraith, R. F., Deacon, H. J., Grün, R., Mackay, A., . . . Wadley, L. (2008). Ages for the Middle Stone Age of Southern Africa: Implications for Human Behavior and Dispersal. Science, 322(5902), 733-735. doi:doi:10.1126/science.1162219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loftus, E., Sealy, J., & Lee-Thorp, J. (2016). New Radiocarbon Dates and Bayesian Models for Nelson Bay Cave and Byneskranskop 1: Implications for the South African Later Stone Age Sequence. Radiocarbon, 58(2), 365-381. doi:https://doi.org/10.1017/RDC.2016.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morrissey, P., Mentzer, S. M., & Wurz, S. (2022). A Critical Review of the Stratigraphic Context of the MSA I and II at Klasies River Main Site, South Africa. Journal of Paleolithic Archaeology, 5(1), 5. doi:10.1007/s41982-022-00110-2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nami, H. G., de la Peña, P., Vásquez, C. A., Feathers, J., & Wurz, S. (2016). Palaeomagnetic results and new dates of sedimentary deposits from Klasies River Cave 1, South Africa. South African Journal of Science, 112(11/12), 12. doi:10.17159/sajs.2016/20160051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schweitzer, F. R. (1979). Excavations at Die Kelders, Cape Province, South Africa. The Holocene deposits. Annals of the South African Museum. Annale van die Suid-Afrikaanse Museum, 78, 101-233. Retrieved from https://www.biodiversitylibrary.org/part/74632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sealy, J., Naidoo, N., Hare, V. J., Brunton, S., & Faith, J. T. (2020). Climate and ecology of the palaeo-Agulhas Plain from stable carbon and oxygen isotopes in bovid tooth enamel from Nelson Bay Cave, South Africa. Quaternary Science Reviews, 235, 105974. doi:https://doi.org/10.1016/j.quascirev.2019.105974",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shackleton, N. (1982). Stratigraphy and chronology of the Klasies River Mouth deposits: oxygen isotope evidence. In R. Singer & J. Wymer (Eds.), The Middle Stone Age at Klasies River Mouth in South Africa (pp. 194-199). Chicago: University of Chicago Press.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Singer, R., & Wymer, J. (1982). The Middle Stone Age at Klasies River Mouth in South Africa. Chicago: University of Chicago Press.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stowe, M. J., & Sealy, J. (2016). Terminal Pleistocene and Holocene dynamics of southern Africa's winter rainfall zone based on carbon and oxygen isotope analysis of bovid tooth enamel from Elands Bay Cave. Quaternary International, 404, 57-67. doi:10.1016/j.quaint.2015.09.055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vogel, J. C. (2001). Radiometric Dates for the Middle Stone Age in South Africa. In P. V. Tobias, M. A. Raath, J. Moggi-Cecchi, & G. A. Doyle (Eds.), Humanity from African naissance to coming millennia : colloquia in human biology and palaeoanthropology. - ( Monografie. Scienze ; 1). Firenze : Johannesburg (ZA): Firenze University Press ; Witwatersrand university press.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stone ages (for southern Africa - mainly based on KRM):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Middle Stone Age = 300,000 - 50,000 years ago (https://en.wikipedia.org/wiki/Early_history_of_South_Africa#)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Middle Stone Age I = 115,000 - 110,000 years ago (McCall 2006, Table 7: https://doi.org/10.1016/j.jhevol.2006.06.003)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Middle Stone Age II = 85,000 - 70,000 years ago (McCall 2006, Table 7: https://doi.org/10.1016/j.jhevol.2006.06.003)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Howiesons Poort (between MSA II and MSA II at KRM) = 80,000 - 65,000 years ago (McCall 2006, Table 7: https://doi.org/10.1016/j.jhevol.2006.06.003)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Middle Stone Age III/IV = 50,000 - 45,000 years ago (McCall 2006, Table 7: https://doi.org/10.1016/j.jhevol.2006.06.003)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Late Stone Age = 50,000 - 2,000 years ago (https://en.wikipedia.org/wiki/Early_history_of_South_Africa#)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marine isotope stages:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIS 1 = 0 - 11.7 ka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIS 2 = 11.7 - 29 ka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIS 3 = 29 - 57 ka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIS 4 = 57 - 71 ka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIS 5a = 71 - 85 ka (peak = 82 ka),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIS 5b = 85 - 92 ka (peak = 87 ka),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIS 5c = 92 - 105 ka (peak = 96 ka),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIS 5d = 105 - 115 ka (peak = 109 ka),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIS 5e = 115 - 130 ka (peak = 123 ka),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIS 6 = 130 - 191 ka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIS references:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://en.wikipedia.org/wiki/Marine_isotope_stages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wikipedia's main source: Lisiecki, L. E., & Raymo, M. E. (2005). A Pliocene-Pleistocene stack of 57 globally distributed benthic ?18O records. Paleoceanography, 20(1). doi:https://doi.org/10.1029/2004PA001071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MIS 5 substages: Otvos, E. G. (2015). The Last Interglacial Stage: Definitions and marine highstand, North America and Eurasia. Quaternary International, 383, 158-173. doi:https://doi.org/10.1016/j.quaint.2014.05.010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
